"Nombre","curso","edad","Asignatura","Detalle_Nota","Nota","Asistencia","Observacion de conducta"
"León Rodriguez Caro","3ro Medio A","16","Lenguaje","Ensayo 2","5,6","81%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"León Rodriguez Caro","3ro Medio A","16","Lenguaje","Ensayo 3","4,4","81%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"León Rodriguez Caro","3ro Medio A","16","Matemáticas","Laboratorio 1","3,9","81%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"León Rodriguez Caro","3ro Medio A","16","Matemáticas","Prueba 2","4,5","81%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"León Rodriguez Caro","3ro Medio A","16","Matemáticas","Control 3","4,4","81%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"León Rodriguez Caro","3ro Medio A","16","Matemáticas","Prueba 4","6,7","81%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"León Rodriguez Caro","3ro Medio A","16","Educación Física","Tarea 1","6,5","81%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"León Rodriguez Caro","3ro Medio A","16","Educación Física","Laboratorio 2","4,5","81%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"León Rodriguez Caro","3ro Medio A","16","Educación Física","Control 3","4,7","81%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Violeta Hervia","2do Medio A","17","Educación Física","Exposición 1","6,4","89%","Falta de estudio. Se cita al apoderado."
"Violeta Hervia","2do Medio A","17","Educación Física","Prueba 2","5,6","89%","Falta de estudio. Se cita al apoderado."
"Violeta Hervia","2do Medio A","17","Educación Física","Tarea 3","3,5","89%","Falta de estudio. Se cita al apoderado."
"Violeta Hervia","2do Medio A","17","Historia","Ensayo 1","4,5","89%","Falta de estudio. Se cita al apoderado."
"Violeta Hervia","2do Medio A","17","Historia","Tarea 2","6,4","89%","Falta de estudio. Se cita al apoderado."
"Violeta Hervia","2do Medio A","17","Historia","Control 3","6,0","89%","Falta de estudio. Se cita al apoderado."
"Violeta Hervia","2do Medio A","17","Historia","Exposición 4","4,6","89%","Falta de estudio. Se cita al apoderado."
"Violeta Hervia","2do Medio A","17","Matemáticas","Exposición 1","4,9","89%","Falta de estudio. Se cita al apoderado."
"Violeta Hervia","2do Medio A","17","Matemáticas","Exposición 2","6,1","89%","Falta de estudio. Se cita al apoderado."
"Violeta Hervia","2do Medio A","17","Matemáticas","Control 3","6,7","89%","Falta de estudio. Se cita al apoderado."
"Violeta Hervia","2do Medio A","17","Lenguaje","Laboratorio 1","6,4","89%","Falta de estudio. Se cita al apoderado."
"Violeta Hervia","2do Medio A","17","Lenguaje","Laboratorio 2","6,5","89%","Falta de estudio. Se cita al apoderado."
"Violeta Hervia","2do Medio A","17","Lenguaje","Laboratorio 3","4,1","89%","Falta de estudio. Se cita al apoderado."
"Violeta Hervia","2do Medio A","17","Inglés","Ensayo 1","3,7","89%","Falta de estudio. Se cita al apoderado."
"Violeta Hervia","2do Medio A","17","Inglés","Prueba 2","3,2","89%","Falta de estudio. Se cita al apoderado."
"Marco Fuster Martín","8vo Básico A","14","Ciencias","Tarea 1","5,5","89%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Marco Fuster Martín","8vo Básico A","14","Ciencias","Control 2","5,7","89%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Marco Fuster Martín","8vo Básico A","14","Ciencias","Prueba 3","5,4","89%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Marco Fuster Martín","8vo Básico A","14","Ciencias","Control 4","5,4","89%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Marco Fuster Martín","8vo Básico A","14","Lenguaje","Ensayo 1","3,9","89%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Marco Fuster Martín","8vo Básico A","14","Lenguaje","Tarea 2","5,9","89%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Marco Fuster Martín","8vo Básico A","14","Lenguaje","Control 3","5,8","89%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Marco Fuster Martín","8vo Básico A","14","Historia","Laboratorio 1","4,9","89%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Marco Fuster Martín","8vo Básico A","14","Historia","Laboratorio 2","5,0","89%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Angelino Villalonga Larrañaga","1ro Medio A","14","Inglés","Exposición 1","6,2","82%","Falta de estudio. Se cita al apoderado."
"Angelino Villalonga Larrañaga","1ro Medio A","14","Inglés","Control 2","3,7","82%","Falta de estudio. Se cita al apoderado."
"Angelino Villalonga Larrañaga","1ro Medio A","14","Inglés","Control 3","3,5","82%","Falta de estudio. Se cita al apoderado."
"Angelino Villalonga Larrañaga","1ro Medio A","14","Inglés","Exposición 4","5,0","82%","Falta de estudio. Se cita al apoderado."
"Angelino Villalonga Larrañaga","1ro Medio A","14","Historia","Control 1","3,9","82%","Falta de estudio. Se cita al apoderado."
"Angelino Villalonga Larrañaga","1ro Medio A","14","Historia","Exposición 2","4,4","82%","Falta de estudio. Se cita al apoderado."
"Angelino Villalonga Larrañaga","1ro Medio A","14","Historia","Ensayo 3","4,8","82%","Falta de estudio. Se cita al apoderado."
"Angelino Villalonga Larrañaga","1ro Medio A","14","Educación Física","Ensayo 1","3,7","82%","Falta de estudio. Se cita al apoderado."
"Angelino Villalonga Larrañaga","1ro Medio A","14","Educación Física","Exposición 2","4,4","82%","Falta de estudio. Se cita al apoderado."
"Angelino Villalonga Larrañaga","1ro Medio A","14","Educación Física","Exposición 3","4,4","82%","Falta de estudio. Se cita al apoderado."
"Angelino Villalonga Larrañaga","1ro Medio A","14","Matemáticas","Ensayo 1","4,6","82%","Falta de estudio. Se cita al apoderado."
"Angelino Villalonga Larrañaga","1ro Medio A","14","Matemáticas","Exposición 2","4,3","82%","Falta de estudio. Se cita al apoderado."
"Angelino Villalonga Larrañaga","1ro Medio A","14","Ciencias","Prueba 1","4,8","82%","Falta de estudio. Se cita al apoderado."
"Angelino Villalonga Larrañaga","1ro Medio A","14","Ciencias","Control 2","3,5","82%","Falta de estudio. Se cita al apoderado."
"Angelino Villalonga Larrañaga","1ro Medio A","14","Ciencias","Tarea 3","4,5","82%","Falta de estudio. Se cita al apoderado."
"Angelino Villalonga Larrañaga","1ro Medio A","14","Ciencias","Exposición 4","4,1","82%","Falta de estudio. Se cita al apoderado."
"Angelino Villalonga Larrañaga","1ro Medio A","14","Lenguaje","Prueba 1","6,9","82%","Falta de estudio. Se cita al apoderado."
"Angelino Villalonga Larrañaga","1ro Medio A","14","Lenguaje","Laboratorio 2","6,7","82%","Falta de estudio. Se cita al apoderado."
"Angelino Villalonga Larrañaga","1ro Medio A","14","Lenguaje","Ensayo 3","6,9","82%","Falta de estudio. Se cita al apoderado."
"Angelino Villalonga Larrañaga","1ro Medio A","14","Lenguaje","Control 4","4,1","82%","Falta de estudio. Se cita al apoderado."
"Jessica Moreno Solana","4to Medio A","18","Educación Física","Ensayo 1","5,4","91%","Muestra gran interés, pero a veces conversa en clases."
"Jessica Moreno Solana","4to Medio A","18","Educación Física","Prueba 2","5,7","91%","Muestra gran interés, pero a veces conversa en clases."
"Jessica Moreno Solana","4to Medio A","18","Educación Física","Ensayo 3","5,6","91%","Muestra gran interés, pero a veces conversa en clases."
"Jessica Moreno Solana","4to Medio A","18","Educación Física","Control 4","6,7","91%","Muestra gran interés, pero a veces conversa en clases."
"Jessica Moreno Solana","4to Medio A","18","Inglés","Prueba 1","4,5","91%","Muestra gran interés, pero a veces conversa en clases."
"Jessica Moreno Solana","4to Medio A","18","Inglés","Control 2","3,3","91%","Muestra gran interés, pero a veces conversa en clases."
"Jessica Moreno Solana","4to Medio A","18","Inglés","Exposición 3","5,8","91%","Muestra gran interés, pero a veces conversa en clases."
"Jessica Moreno Solana","4to Medio A","18","Inglés","Control 4","5,9","91%","Muestra gran interés, pero a veces conversa en clases."
"Jessica Moreno Solana","4to Medio A","18","Ciencias","Tarea 1","6,2","91%","Muestra gran interés, pero a veces conversa en clases."
"Jessica Moreno Solana","4to Medio A","18","Ciencias","Prueba 2","6,6","91%","Muestra gran interés, pero a veces conversa en clases."
"Jessica Moreno Solana","4to Medio A","18","Ciencias","Tarea 3","3,2","91%","Muestra gran interés, pero a veces conversa en clases."
"Jessica Moreno Solana","4to Medio A","18","Ciencias","Tarea 4","4,0","91%","Muestra gran interés, pero a veces conversa en clases."
"Jessica Moreno Solana","4to Medio A","18","Matemáticas","Tarea 1","4,1","91%","Muestra gran interés, pero a veces conversa en clases."
"Jessica Moreno Solana","4to Medio A","18","Matemáticas","Prueba 2","6,7","91%","Muestra gran interés, pero a veces conversa en clases."
"Jessica Moreno Solana","4to Medio A","18","Historia","Prueba 1","6,0","91%","Muestra gran interés, pero a veces conversa en clases."
"Jessica Moreno Solana","4to Medio A","18","Historia","Laboratorio 2","3,9","91%","Muestra gran interés, pero a veces conversa en clases."
"Anunciación Miralles Uribe","3ro Medio A","15","Matemáticas","Laboratorio 1","5,2","85%","Muestra gran interés, pero a veces conversa en clases."
"Anunciación Miralles Uribe","3ro Medio A","15","Matemáticas","Tarea 2","5,6","85%","Muestra gran interés, pero a veces conversa en clases."
"Anunciación Miralles Uribe","3ro Medio A","15","Matemáticas","Ensayo 3","4,1","85%","Muestra gran interés, pero a veces conversa en clases."
"Anunciación Miralles Uribe","3ro Medio A","15","Matemáticas","Ensayo 4","5,3","85%","Muestra gran interés, pero a veces conversa en clases."
"Anunciación Miralles Uribe","3ro Medio A","15","Ciencias","Exposición 1","5,7","85%","Muestra gran interés, pero a veces conversa en clases."
"Anunciación Miralles Uribe","3ro Medio A","15","Ciencias","Laboratorio 2","4,8","85%","Muestra gran interés, pero a veces conversa en clases."
"Anunciación Miralles Uribe","3ro Medio A","15","Ciencias","Ensayo 3","6,2","85%","Muestra gran interés, pero a veces conversa en clases."
"Anunciación Miralles Uribe","3ro Medio A","15","Ciencias","Exposición 4","3,4","85%","Muestra gran interés, pero a veces conversa en clases."
"Anunciación Miralles Uribe","3ro Medio A","15","Historia","Tarea 1","5,1","85%","Muestra gran interés, pero a veces conversa en clases."
"Anunciación Miralles Uribe","3ro Medio A","15","Historia","Tarea 2","6,0","85%","Muestra gran interés, pero a veces conversa en clases."
"Anunciación Miralles Uribe","3ro Medio A","15","Historia","Control 3","5,6","85%","Muestra gran interés, pero a veces conversa en clases."
"Emigdio Garmendia Esteban","8vo Básico A","15","Inglés","Control 1","3,6","94%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Emigdio Garmendia Esteban","8vo Básico A","15","Inglés","Prueba 2","4,7","94%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Emigdio Garmendia Esteban","8vo Básico A","15","Inglés","Tarea 3","3,6","94%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Emigdio Garmendia Esteban","8vo Básico A","15","Historia","Tarea 1","4,0","94%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Emigdio Garmendia Esteban","8vo Básico A","15","Historia","Exposición 2","4,7","94%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Emigdio Garmendia Esteban","8vo Básico A","15","Historia","Ensayo 3","3,3","94%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Emigdio Garmendia Esteban","8vo Básico A","15","Historia","Prueba 4","3,7","94%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Emigdio Garmendia Esteban","8vo Básico A","15","Matemáticas","Prueba 1","6,1","94%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Emigdio Garmendia Esteban","8vo Básico A","15","Matemáticas","Ensayo 2","4,9","94%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Emigdio Garmendia Esteban","8vo Básico A","15","Matemáticas","Exposición 3","5,1","94%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Efraín Iborra","4to Medio A","18","Matemáticas","Laboratorio 1","4,7","92%","Muestra gran interés, pero a veces conversa en clases."
"Efraín Iborra","4to Medio A","18","Matemáticas","Exposición 2","5,4","92%","Muestra gran interés, pero a veces conversa en clases."
"Efraín Iborra","4to Medio A","18","Inglés","Laboratorio 1","6,1","92%","Muestra gran interés, pero a veces conversa en clases."
"Efraín Iborra","4to Medio A","18","Inglés","Tarea 2","3,9","92%","Muestra gran interés, pero a veces conversa en clases."
"Efraín Iborra","4to Medio A","18","Inglés","Laboratorio 3","3,6","92%","Muestra gran interés, pero a veces conversa en clases."
"Efraín Iborra","4to Medio A","18","Historia","Ensayo 1","5,3","92%","Muestra gran interés, pero a veces conversa en clases."
"Efraín Iborra","4to Medio A","18","Historia","Laboratorio 2","5,5","92%","Muestra gran interés, pero a veces conversa en clases."
"Efraín Iborra","4to Medio A","18","Historia","Ensayo 3","6,6","92%","Muestra gran interés, pero a veces conversa en clases."
"Javier Fábregas","2do Medio A","16","Historia","Tarea 1","5,8","85%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Javier Fábregas","2do Medio A","16","Historia","Control 2","5,3","85%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Javier Fábregas","2do Medio A","16","Lenguaje","Prueba 1","4,1","85%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Javier Fábregas","2do Medio A","16","Lenguaje","Control 2","4,4","85%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Javier Fábregas","2do Medio A","16","Inglés","Exposición 1","3,1","85%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Javier Fábregas","2do Medio A","16","Inglés","Laboratorio 2","4,6","85%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Javier Fábregas","2do Medio A","16","Ciencias","Prueba 1","3,9","85%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Javier Fábregas","2do Medio A","16","Ciencias","Laboratorio 2","5,9","85%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Javier Fábregas","2do Medio A","16","Educación Física","Laboratorio 1","3,8","85%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Javier Fábregas","2do Medio A","16","Educación Física","Ensayo 2","6,9","85%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Javier Fábregas","2do Medio A","16","Educación Física","Ensayo 3","5,4","85%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Javier Fábregas","2do Medio A","16","Educación Física","Control 4","5,2","85%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Américo Abascal Losa","3ro Medio A","15","Educación Física","Laboratorio 1","5,2","96%","Falta de estudio. Se cita al apoderado."
"Américo Abascal Losa","3ro Medio A","15","Educación Física","Ensayo 2","3,7","96%","Falta de estudio. Se cita al apoderado."
"Américo Abascal Losa","3ro Medio A","15","Inglés","Ensayo 1","6,5","96%","Falta de estudio. Se cita al apoderado."
"Américo Abascal Losa","3ro Medio A","15","Inglés","Control 2","6,5","96%","Falta de estudio. Se cita al apoderado."
"Américo Abascal Losa","3ro Medio A","15","Matemáticas","Exposición 1","4,9","96%","Falta de estudio. Se cita al apoderado."
"Américo Abascal Losa","3ro Medio A","15","Matemáticas","Ensayo 2","4,5","96%","Falta de estudio. Se cita al apoderado."
"Américo Abascal Losa","3ro Medio A","15","Historia","Control 1","4,0","96%","Falta de estudio. Se cita al apoderado."
"Américo Abascal Losa","3ro Medio A","15","Historia","Exposición 2","5,1","96%","Falta de estudio. Se cita al apoderado."
"Américo Abascal Losa","3ro Medio A","15","Historia","Tarea 3","5,8","96%","Falta de estudio. Se cita al apoderado."
"Américo Abascal Losa","3ro Medio A","15","Ciencias","Tarea 1","5,1","96%","Falta de estudio. Se cita al apoderado."
"Américo Abascal Losa","3ro Medio A","15","Ciencias","Exposición 2","3,2","96%","Falta de estudio. Se cita al apoderado."
"Américo Abascal Losa","3ro Medio A","15","Ciencias","Laboratorio 3","4,4","96%","Falta de estudio. Se cita al apoderado."
"Américo Abascal Losa","3ro Medio A","15","Ciencias","Prueba 4","6,2","96%","Falta de estudio. Se cita al apoderado."
"Américo Abascal Losa","3ro Medio A","15","Lenguaje","Exposición 1","4,3","96%","Falta de estudio. Se cita al apoderado."
"Américo Abascal Losa","3ro Medio A","15","Lenguaje","Laboratorio 2","4,2","96%","Falta de estudio. Se cita al apoderado."
"Américo Abascal Losa","3ro Medio A","15","Lenguaje","Ensayo 3","4,6","96%","Falta de estudio. Se cita al apoderado."
"Américo Abascal Losa","3ro Medio A","15","Lenguaje","Exposición 4","6,8","96%","Falta de estudio. Se cita al apoderado."
"Quirino Galván-Merino","2do Medio B","17","Historia","Laboratorio 1","3,7","85%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Quirino Galván-Merino","2do Medio B","17","Historia","Tarea 2","6,5","85%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Quirino Galván-Merino","2do Medio B","17","Historia","Ensayo 3","5,0","85%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Quirino Galván-Merino","2do Medio B","17","Historia","Tarea 4","3,5","85%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Quirino Galván-Merino","2do Medio B","17","Matemáticas","Prueba 1","3,4","85%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Quirino Galván-Merino","2do Medio B","17","Matemáticas","Exposición 2","4,0","85%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Quirino Galván-Merino","2do Medio B","17","Educación Física","Ensayo 1","6,4","85%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Quirino Galván-Merino","2do Medio B","17","Educación Física","Exposición 2","4,7","85%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Quirino Galván-Merino","2do Medio B","17","Educación Física","Ensayo 3","6,2","85%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Quirino Galván-Merino","2do Medio B","17","Educación Física","Prueba 4","4,0","85%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"María Fernanda Verdú Salcedo","1ro Medio B","16","Historia","Prueba 1","5,4","88%","Buen rendimiento académico, aunque es muy tímido."
"María Fernanda Verdú Salcedo","1ro Medio B","16","Historia","Ensayo 2","6,4","88%","Buen rendimiento académico, aunque es muy tímido."
"María Fernanda Verdú Salcedo","1ro Medio B","16","Historia","Ensayo 3","3,2","88%","Buen rendimiento académico, aunque es muy tímido."
"María Fernanda Verdú Salcedo","1ro Medio B","16","Matemáticas","Prueba 1","4,1","88%","Buen rendimiento académico, aunque es muy tímido."
"María Fernanda Verdú Salcedo","1ro Medio B","16","Matemáticas","Exposición 2","5,6","88%","Buen rendimiento académico, aunque es muy tímido."
"María Fernanda Verdú Salcedo","1ro Medio B","16","Lenguaje","Exposición 1","5,0","88%","Buen rendimiento académico, aunque es muy tímido."
"María Fernanda Verdú Salcedo","1ro Medio B","16","Lenguaje","Ensayo 2","5,4","88%","Buen rendimiento académico, aunque es muy tímido."
"Héctor Esteban Nieto","4to Medio A","17","Historia","Tarea 1","3,2","80%","Muestra gran interés, pero a veces conversa en clases."
"Héctor Esteban Nieto","4to Medio A","17","Historia","Laboratorio 2","5,0","80%","Muestra gran interés, pero a veces conversa en clases."
"Héctor Esteban Nieto","4to Medio A","17","Historia","Ensayo 3","3,3","80%","Muestra gran interés, pero a veces conversa en clases."
"Héctor Esteban Nieto","4to Medio A","17","Historia","Prueba 4","3,8","80%","Muestra gran interés, pero a veces conversa en clases."
"Héctor Esteban Nieto","4to Medio A","17","Educación Física","Control 1","4,9","80%","Muestra gran interés, pero a veces conversa en clases."
"Héctor Esteban Nieto","4to Medio A","17","Educación Física","Prueba 2","5,4","80%","Muestra gran interés, pero a veces conversa en clases."
"Héctor Esteban Nieto","4to Medio A","17","Matemáticas","Prueba 1","6,3","80%","Muestra gran interés, pero a veces conversa en clases."
"Héctor Esteban Nieto","4to Medio A","17","Matemáticas","Prueba 2","5,4","80%","Muestra gran interés, pero a veces conversa en clases."
"Héctor Esteban Nieto","4to Medio A","17","Matemáticas","Ensayo 3","4,5","80%","Muestra gran interés, pero a veces conversa en clases."
"Héctor Esteban Nieto","4to Medio A","17","Inglés","Laboratorio 1","3,9","80%","Muestra gran interés, pero a veces conversa en clases."
"Héctor Esteban Nieto","4to Medio A","17","Inglés","Laboratorio 2","6,3","80%","Muestra gran interés, pero a veces conversa en clases."
"Trinidad Marco Amat","1ro Medio B","17","Ciencias","Exposición 1","6,3","100%","Muestra gran interés, pero a veces conversa en clases."
"Trinidad Marco Amat","1ro Medio B","17","Ciencias","Ensayo 2","4,6","100%","Muestra gran interés, pero a veces conversa en clases."
"Trinidad Marco Amat","1ro Medio B","17","Ciencias","Prueba 3","6,3","100%","Muestra gran interés, pero a veces conversa en clases."
"Trinidad Marco Amat","1ro Medio B","17","Ciencias","Laboratorio 4","3,6","100%","Muestra gran interés, pero a veces conversa en clases."
"Trinidad Marco Amat","1ro Medio B","17","Historia","Ensayo 1","3,8","100%","Muestra gran interés, pero a veces conversa en clases."
"Trinidad Marco Amat","1ro Medio B","17","Historia","Laboratorio 2","5,8","100%","Muestra gran interés, pero a veces conversa en clases."
"Trinidad Marco Amat","1ro Medio B","17","Historia","Prueba 3","3,9","100%","Muestra gran interés, pero a veces conversa en clases."
"Trinidad Marco Amat","1ro Medio B","17","Historia","Laboratorio 4","3,1","100%","Muestra gran interés, pero a veces conversa en clases."
"Trinidad Marco Amat","1ro Medio B","17","Inglés","Control 1","4,5","100%","Muestra gran interés, pero a veces conversa en clases."
"Trinidad Marco Amat","1ro Medio B","17","Inglés","Prueba 2","3,4","100%","Muestra gran interés, pero a veces conversa en clases."
"Trinidad Marco Amat","1ro Medio B","17","Inglés","Tarea 3","6,9","100%","Muestra gran interés, pero a veces conversa en clases."
"Trinidad Marco Amat","1ro Medio B","17","Lenguaje","Exposición 1","4,4","100%","Muestra gran interés, pero a veces conversa en clases."
"Trinidad Marco Amat","1ro Medio B","17","Lenguaje","Laboratorio 2","6,6","100%","Muestra gran interés, pero a veces conversa en clases."
"Trinidad Marco Amat","1ro Medio B","17","Educación Física","Tarea 1","5,5","100%","Muestra gran interés, pero a veces conversa en clases."
"Trinidad Marco Amat","1ro Medio B","17","Educación Física","Tarea 2","6,6","100%","Muestra gran interés, pero a veces conversa en clases."
"Socorro Rodriguez Carrión","4to Medio A","14","Matemáticas","Tarea 1","3,3","97%","Falta de estudio. Se cita al apoderado."
"Socorro Rodriguez Carrión","4to Medio A","14","Matemáticas","Control 2","6,8","97%","Falta de estudio. Se cita al apoderado."
"Socorro Rodriguez Carrión","4to Medio A","14","Matemáticas","Ensayo 3","4,3","97%","Falta de estudio. Se cita al apoderado."
"Socorro Rodriguez Carrión","4to Medio A","14","Matemáticas","Laboratorio 4","4,3","97%","Falta de estudio. Se cita al apoderado."
"Socorro Rodriguez Carrión","4to Medio A","14","Ciencias","Control 1","6,0","97%","Falta de estudio. Se cita al apoderado."
"Socorro Rodriguez Carrión","4to Medio A","14","Ciencias","Control 2","3,3","97%","Falta de estudio. Se cita al apoderado."
"Socorro Rodriguez Carrión","4to Medio A","14","Ciencias","Tarea 3","6,0","97%","Falta de estudio. Se cita al apoderado."
"Socorro Rodriguez Carrión","4to Medio A","14","Inglés","Exposición 1","6,0","97%","Falta de estudio. Se cita al apoderado."
"Socorro Rodriguez Carrión","4to Medio A","14","Inglés","Laboratorio 2","6,2","97%","Falta de estudio. Se cita al apoderado."
"Socorro Rodriguez Carrión","4to Medio A","14","Educación Física","Exposición 1","6,9","97%","Falta de estudio. Se cita al apoderado."
"Socorro Rodriguez Carrión","4to Medio A","14","Educación Física","Laboratorio 2","5,7","97%","Falta de estudio. Se cita al apoderado."
"Rosaura Juárez Jurado","8vo Básico A","14","Inglés","Control 1","3,7","96%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Rosaura Juárez Jurado","8vo Básico A","14","Inglés","Laboratorio 2","6,5","96%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
