"Nombre","curso","edad","Asignatura","Detalle_Nota","Nota","Asistencia","Observacion de conducta"
"Atilio Borrell-Peinado","2do Medio A","15","Inglés","Tarea 3","4,8","95%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Narciso Monreal","1ro Medio B","17","Ciencias","Tarea 1","5,6","83%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Narciso Monreal","1ro Medio B","17","Ciencias","Prueba 2","4,3","83%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Narciso Monreal","1ro Medio B","17","Ciencias","Prueba 3","5,4","83%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Narciso Monreal","1ro Medio B","17","Ciencias","Tarea 4","3,2","83%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Narciso Monreal","1ro Medio B","17","Educación Física","Control 1","3,7","83%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Narciso Monreal","1ro Medio B","17","Educación Física","Laboratorio 2","3,9","83%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Narciso Monreal","1ro Medio B","17","Educación Física","Control 3","5,5","83%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Narciso Monreal","1ro Medio B","17","Inglés","Ensayo 1","5,6","83%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Narciso Monreal","1ro Medio B","17","Inglés","Control 2","6,7","83%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Narciso Monreal","1ro Medio B","17","Inglés","Control 3","5,7","83%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Marcelo del Rebollo","4to Medio A","14","Ciencias","Laboratorio 1","6,0","90%","Muestra gran interés, pero a veces conversa en clases."
"Marcelo del Rebollo","4to Medio A","14","Ciencias","Tarea 2","4,0","90%","Muestra gran interés, pero a veces conversa en clases."
"Marcelo del Rebollo","4to Medio A","14","Ciencias","Prueba 3","4,6","90%","Muestra gran interés, pero a veces conversa en clases."
"Marcelo del Rebollo","4to Medio A","14","Educación Física","Prueba 1","7,0","90%","Muestra gran interés, pero a veces conversa en clases."
"Marcelo del Rebollo","4to Medio A","14","Educación Física","Tarea 2","4,3","90%","Muestra gran interés, pero a veces conversa en clases."
"Marcelo del Rebollo","4to Medio A","14","Educación Física","Ensayo 3","3,1","90%","Muestra gran interés, pero a veces conversa en clases."
"Marcelo del Rebollo","4to Medio A","14","Educación Física","Control 4","4,4","90%","Muestra gran interés, pero a veces conversa en clases."
"Marcelo del Rebollo","4to Medio A","14","Inglés","Exposición 1","6,0","90%","Muestra gran interés, pero a veces conversa en clases."
"Marcelo del Rebollo","4to Medio A","14","Inglés","Laboratorio 2","5,9","90%","Muestra gran interés, pero a veces conversa en clases."
"Marcelo del Rebollo","4to Medio A","14","Lenguaje","Laboratorio 1","6,9","90%","Muestra gran interés, pero a veces conversa en clases."
"Marcelo del Rebollo","4to Medio A","14","Lenguaje","Exposición 2","5,1","90%","Muestra gran interés, pero a veces conversa en clases."
"Marcelo del Rebollo","4to Medio A","14","Lenguaje","Exposición 3","6,8","90%","Muestra gran interés, pero a veces conversa en clases."
"Marcelo del Rebollo","4to Medio A","14","Lenguaje","Control 4","3,5","90%","Muestra gran interés, pero a veces conversa en clases."
"Marcelo del Rebollo","4to Medio A","14","Matemáticas","Prueba 1","4,2","90%","Muestra gran interés, pero a veces conversa en clases."
"Marcelo del Rebollo","4to Medio A","14","Matemáticas","Ensayo 2","4,7","90%","Muestra gran interés, pero a veces conversa en clases."
"Marcelo del Rebollo","4to Medio A","14","Historia","Prueba 1","5,5","90%","Muestra gran interés, pero a veces conversa en clases."
"Marcelo del Rebollo","4to Medio A","14","Historia","Prueba 2","4,1","90%","Muestra gran interés, pero a veces conversa en clases."
"Marcelo del Rebollo","4to Medio A","14","Historia","Prueba 3","4,4","90%","Muestra gran interés, pero a veces conversa en clases."
"Juan Carlos Tejada","4to Medio A","18","Historia","Laboratorio 1","7,0","97%","Buen rendimiento académico, aunque es muy tímido."
"Juan Carlos Tejada","4to Medio A","18","Historia","Control 2","4,3","97%","Buen rendimiento académico, aunque es muy tímido."
"Juan Carlos Tejada","4to Medio A","18","Historia","Ensayo 3","4,2","97%","Buen rendimiento académico, aunque es muy tímido."
"Juan Carlos Tejada","4to Medio A","18","Ciencias","Laboratorio 1","7,0","97%","Buen rendimiento académico, aunque es muy tímido."
"Juan Carlos Tejada","4to Medio A","18","Ciencias","Control 2","4,3","97%","Buen rendimiento académico, aunque es muy tímido."
"Juan Carlos Tejada","4to Medio A","18","Ciencias","Prueba 3","6,8","97%","Buen rendimiento académico, aunque es muy tímido."
"Juan Carlos Tejada","4to Medio A","18","Ciencias","Control 4","5,8","97%","Buen rendimiento académico, aunque es muy tímido."
"Juan Carlos Tejada","4to Medio A","18","Inglés","Control 1","4,5","97%","Buen rendimiento académico, aunque es muy tímido."
"Juan Carlos Tejada","4to Medio A","18","Inglés","Tarea 2","3,5","97%","Buen rendimiento académico, aunque es muy tímido."
"Juan Carlos Tejada","4to Medio A","18","Inglés","Control 3","4,3","97%","Buen rendimiento académico, aunque es muy tímido."
"Juan Carlos Tejada","4to Medio A","18","Inglés","Prueba 4","4,9","97%","Buen rendimiento académico, aunque es muy tímido."
"Juan Carlos Tejada","4to Medio A","18","Lenguaje","Tarea 1","3,2","97%","Buen rendimiento académico, aunque es muy tímido."
"Juan Carlos Tejada","4to Medio A","18","Lenguaje","Exposición 2","6,0","97%","Buen rendimiento académico, aunque es muy tímido."
"Juan Carlos Tejada","4to Medio A","18","Lenguaje","Prueba 3","3,9","97%","Buen rendimiento académico, aunque es muy tímido."
"Juan Carlos Tejada","4to Medio A","18","Lenguaje","Control 4","5,5","97%","Buen rendimiento académico, aunque es muy tímido."
"Juan Carlos Tejada","4to Medio A","18","Matemáticas","Exposición 1","3,3","97%","Buen rendimiento académico, aunque es muy tímido."
"Juan Carlos Tejada","4to Medio A","18","Matemáticas","Control 2","4,0","97%","Buen rendimiento académico, aunque es muy tímido."
"Juan Carlos Tejada","4to Medio A","18","Matemáticas","Ensayo 3","3,5","97%","Buen rendimiento académico, aunque es muy tímido."
"Juan Carlos Tejada","4to Medio A","18","Matemáticas","Prueba 4","3,3","97%","Buen rendimiento académico, aunque es muy tímido."
"Juan Carlos Tejada","4to Medio A","18","Educación Física","Ensayo 1","6,4","97%","Buen rendimiento académico, aunque es muy tímido."
"Juan Carlos Tejada","4to Medio A","18","Educación Física","Ensayo 2","3,6","97%","Buen rendimiento académico, aunque es muy tímido."
"Juan Carlos Tejada","4to Medio A","18","Educación Física","Prueba 3","5,6","97%","Buen rendimiento académico, aunque es muy tímido."
"Juan Carlos Tejada","4to Medio A","18","Educación Física","Control 4","4,6","97%","Buen rendimiento académico, aunque es muy tímido."
"Javier Francisco","2do Medio B","14","Ciencias","Control 1","4,2","99%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Javier Francisco","2do Medio B","14","Ciencias","Laboratorio 2","4,7","99%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Javier Francisco","2do Medio B","14","Ciencias","Prueba 3","4,0","99%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Javier Francisco","2do Medio B","14","Ciencias","Ensayo 4","5,2","99%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Javier Francisco","2do Medio B","14","Lenguaje","Tarea 1","6,8","99%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Javier Francisco","2do Medio B","14","Lenguaje","Exposición 2","5,3","99%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Javier Francisco","2do Medio B","14","Historia","Control 1","6,0","99%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Javier Francisco","2do Medio B","14","Historia","Tarea 2","3,2","99%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Javier Francisco","2do Medio B","14","Historia","Control 3","6,2","99%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Javier Francisco","2do Medio B","14","Historia","Exposición 4","3,2","99%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Javier Francisco","2do Medio B","14","Matemáticas","Tarea 1","3,7","99%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Javier Francisco","2do Medio B","14","Matemáticas","Exposición 2","6,0","99%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Javier Francisco","2do Medio B","14","Inglés","Exposición 1","6,5","99%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Javier Francisco","2do Medio B","14","Inglés","Laboratorio 2","5,9","99%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Javier Francisco","2do Medio B","14","Educación Física","Prueba 1","4,4","99%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Javier Francisco","2do Medio B","14","Educación Física","Prueba 2","4,5","99%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Javier Francisco","2do Medio B","14","Educación Física","Exposición 3","7,0","99%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Zaira Alonso Molina","3ro Medio A","16","Inglés","Ensayo 1","3,1","95%","Buen rendimiento académico, aunque es muy tímido."
"Zaira Alonso Molina","3ro Medio A","16","Inglés","Ensayo 2","6,4","95%","Buen rendimiento académico, aunque es muy tímido."
"Zaira Alonso Molina","3ro Medio A","16","Inglés","Laboratorio 3","4,7","95%","Buen rendimiento académico, aunque es muy tímido."
"Zaira Alonso Molina","3ro Medio A","16","Ciencias","Laboratorio 1","6,8","95%","Buen rendimiento académico, aunque es muy tímido."
"Zaira Alonso Molina","3ro Medio A","16","Ciencias","Ensayo 2","4,0","95%","Buen rendimiento académico, aunque es muy tímido."
"Zaira Alonso Molina","3ro Medio A","16","Ciencias","Ensayo 3","5,2","95%","Buen rendimiento académico, aunque es muy tímido."
"Zaira Alonso Molina","3ro Medio A","16","Ciencias","Laboratorio 4","6,3","95%","Buen rendimiento académico, aunque es muy tímido."
"Zaira Alonso Molina","3ro Medio A","16","Lenguaje","Laboratorio 1","4,9","95%","Buen rendimiento académico, aunque es muy tímido."
"Zaira Alonso Molina","3ro Medio A","16","Lenguaje","Ensayo 2","3,1","95%","Buen rendimiento académico, aunque es muy tímido."
"Zaira Alonso Molina","3ro Medio A","16","Lenguaje","Ensayo 3","3,3","95%","Buen rendimiento académico, aunque es muy tímido."
"Zaira Alonso Molina","3ro Medio A","16","Historia","Control 1","4,6","95%","Buen rendimiento académico, aunque es muy tímido."
"Zaira Alonso Molina","3ro Medio A","16","Historia","Control 2","5,3","95%","Buen rendimiento académico, aunque es muy tímido."
"Sancho Barranco","4to Medio A","18","Historia","Prueba 1","3,3","83%","Falta de estudio. Se cita al apoderado."
"Sancho Barranco","4to Medio A","18","Historia","Exposición 2","6,2","83%","Falta de estudio. Se cita al apoderado."
"Sancho Barranco","4to Medio A","18","Ciencias","Ensayo 1","3,8","83%","Falta de estudio. Se cita al apoderado."
"Sancho Barranco","4to Medio A","18","Ciencias","Control 2","6,6","83%","Falta de estudio. Se cita al apoderado."
"Sancho Barranco","4to Medio A","18","Ciencias","Laboratorio 3","5,0","83%","Falta de estudio. Se cita al apoderado."
"Sancho Barranco","4to Medio A","18","Ciencias","Control 4","6,9","83%","Falta de estudio. Se cita al apoderado."
"Sancho Barranco","4to Medio A","18","Lenguaje","Exposición 1","6,2","83%","Falta de estudio. Se cita al apoderado."
"Sancho Barranco","4to Medio A","18","Lenguaje","Exposición 2","5,4","83%","Falta de estudio. Se cita al apoderado."
"Sancho Barranco","4to Medio A","18","Lenguaje","Prueba 3","5,9","83%","Falta de estudio. Se cita al apoderado."
"Carla Manzano Borrell","2do Medio B","16","Educación Física","Prueba 1","4,6","91%","Muestra gran interés, pero a veces conversa en clases."
"Carla Manzano Borrell","2do Medio B","16","Educación Física","Control 2","5,7","91%","Muestra gran interés, pero a veces conversa en clases."
"Carla Manzano Borrell","2do Medio B","16","Historia","Tarea 1","4,8","91%","Muestra gran interés, pero a veces conversa en clases."
"Carla Manzano Borrell","2do Medio B","16","Historia","Ensayo 2","6,6","91%","Muestra gran interés, pero a veces conversa en clases."
"Carla Manzano Borrell","2do Medio B","16","Historia","Exposición 3","5,0","91%","Muestra gran interés, pero a veces conversa en clases."
"Carla Manzano Borrell","2do Medio B","16","Historia","Ensayo 4","6,3","91%","Muestra gran interés, pero a veces conversa en clases."
"Carla Manzano Borrell","2do Medio B","16","Matemáticas","Laboratorio 1","6,6","91%","Muestra gran interés, pero a veces conversa en clases."
"Carla Manzano Borrell","2do Medio B","16","Matemáticas","Laboratorio 2","6,1","91%","Muestra gran interés, pero a veces conversa en clases."
"Carla Manzano Borrell","2do Medio B","16","Matemáticas","Ensayo 3","5,5","91%","Muestra gran interés, pero a veces conversa en clases."
"Estrella de Prats","3ro Medio A","16","Ciencias","Control 1","7,0","83%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Estrella de Prats","3ro Medio A","16","Ciencias","Exposición 2","5,6","83%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Estrella de Prats","3ro Medio A","16","Ciencias","Ensayo 3","6,1","83%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Estrella de Prats","3ro Medio A","16","Ciencias","Ensayo 4","6,3","83%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Estrella de Prats","3ro Medio A","16","Educación Física","Prueba 1","4,7","83%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Estrella de Prats","3ro Medio A","16","Educación Física","Prueba 2","5,9","83%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Estrella de Prats","3ro Medio A","16","Matemáticas","Exposición 1","4,4","83%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Estrella de Prats","3ro Medio A","16","Matemáticas","Ensayo 2","5,7","83%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Estrella de Prats","3ro Medio A","16","Historia","Ensayo 1","5,2","83%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Estrella de Prats","3ro Medio A","16","Historia","Control 2","5,5","83%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Marianela Gallo Jara","3ro Medio A","14","Matemáticas","Exposición 1","4,5","88%","Muestra gran interés, pero a veces conversa en clases."
"Marianela Gallo Jara","3ro Medio A","14","Matemáticas","Exposición 2","4,1","88%","Muestra gran interés, pero a veces conversa en clases."
"Marianela Gallo Jara","3ro Medio A","14","Matemáticas","Tarea 3","4,5","88%","Muestra gran interés, pero a veces conversa en clases."
"Marianela Gallo Jara","3ro Medio A","14","Matemáticas","Control 4","4,2","88%","Muestra gran interés, pero a veces conversa en clases."
"Marianela Gallo Jara","3ro Medio A","14","Lenguaje","Ensayo 1","6,6","88%","Muestra gran interés, pero a veces conversa en clases."
"Marianela Gallo Jara","3ro Medio A","14","Lenguaje","Prueba 2","3,7","88%","Muestra gran interés, pero a veces conversa en clases."
"Marianela Gallo Jara","3ro Medio A","14","Lenguaje","Prueba 3","5,8","88%","Muestra gran interés, pero a veces conversa en clases."
"Marianela Gallo Jara","3ro Medio A","14","Inglés","Tarea 1","3,5","88%","Muestra gran interés, pero a veces conversa en clases."
"Marianela Gallo Jara","3ro Medio A","14","Inglés","Laboratorio 2","3,2","88%","Muestra gran interés, pero a veces conversa en clases."
"Marianela Gallo Jara","3ro Medio A","14","Ciencias","Exposición 1","6,4","88%","Muestra gran interés, pero a veces conversa en clases."
